StudentID,Gender,Age,ParentalEducation,HoursStudyPerWeek,HouseholdIncome,MathScore,ReadingScore,WritingScore,Region,Abs_Jan,Abs_Feb,Abs_Mar,TotalAbsences,InternetAccess,PassFail
71,M,18.0,High School,9.44157358007232,160390.8158133775,57.2,40.5,35.4,Dakar,3.0,3.0,3.0,9.0,0,1
72,M,19.0,Master,10.01715141353709,407718.6925979692,47.6,39.5,43.5,Saint-louis,2.0,1.0,1.0,4.0,1,0
73,M,18.0,High School,9.163858920549773,450743.6927296419,69.0,58.0,49.7,Saint-louis,1.0,2.0,3.0,6.0,0,1
74,M,23.0,High School,5.971965362919777,272443.32221768727,87.1,97.7,69.7,Thies,2.0,1.0,7.0,10.0,0,1
75,F,24.0,High School,5.944397493404628,178197.09630433776,63.7,63.0,49.4,Thies,1.0,3.0,4.0,8.0,1,1
76,M,19.0,High School,3.204194408024496,105981.80455670544,68.7,55.1,68.9,Thies,2.0,2.0,0.0,4.0,1,1
77,F,18.0,Bachelor,15.13910015674038,359596.15379758744,61.6,67.0,58.2,Dakar,2.0,3.0,2.0,7.0,1,1
78,F,21.0,Master,8.053801458477173,376212.0013917511,68.6,69.1,71.5,Thies,3.0,5.0,3.0,11.0,1,1
79,F,19.0,Master,7.100587776820593,348020.3526240597,88.3,71.6,68.7,Thies,3.0,2.0,3.0,8.0,1,1
80,F,22.0,Master,4.2848316741901655,58312.4070914684,72.4,61.9,60.0,Saint-louis,2.0,1.0,1.0,4.0,0,1
81,F,21.0,Master,19.74263160931111,195973.849813984,82.3,57.6,63.8,Thiès,3.0,0.0,2.0,5.0,0,1
82,F,16.0,High School,3.706687871108418,296437.3451656826,44.3,43.1,32.0,Thies,2.0,1.0,4.0,7.0,0,0
83,F,24.0,High School,6.284608297575707,236415.6956696977,90.6,80.9,94.2,Thies,2.0,3.0,4.0,9.0,1,1
84,F,24.0,Bachelor,9.663347345144242,392076.8835122984,49.1,34.0,60.4,Dakar,2.0,3.0,3.0,8.0,1,0
85,F,18.0,High School,10.400851862977111,235361.22959788784,68.2,67.3,57.5,Thiès,1.0,2.0,4.0,7.0,1,1
86,F,19.0,Master,11.831728220862736,339694.0567845883,70.1,69.0,61.8,Saint louis,3.0,2.0,150.0,155.0,1,1
87,M,21.0,High School,15.230434031077053,,73.6,55.4,57.8,Saint louis,0.0,3.0,3.0,6.0,1,1
88,M,21.0,High School,10.02463062184285,285743.9427978483,78.5,76.1,73.1,Saint-louis,1.0,0.0,150.0,151.0,1,1
89,F,22.0,High School,3.7758768001333296,204393.0332974111,55.2,53.0,57.9,Thiès,2.0,3.0,1.0,6.0,1,1
90,M,25.0,Master,6.972219499512874,307888.51920567447,62.1,57.3,47.9,Thies,1.0,2.0,3.0,6.0,0,1
91,F,20.0,High School,9.23132949005554,172563.94127119353,51.0,40.5,43.4,Dakar,2.0,0.0,5.0,7.0,1,1
92,F,18.0,High School,16.272904166023295,220993.5830606748,88.9,72.0,80.7,Thiès,2.0,2.0,5.0,9.0,0,1
93,M,17.0,Master,2.408778086302812,358150.96546071296,69.0,55.5,66.2,Thies,1.0,0.0,3.0,4.0,0,1
94,M,18.0,Bachelor,12.81030602090091,332097.04666776734,85.2,59.1,69.6,Saint-louis,2.0,3.0,3.0,8.0,1,1
95,M,20.0,Master,8.719657478185667,345699.17020143045,78.3,73.4,72.8,Dakar,2.0,2.0,5.0,9.0,0,1
96,M,24.0,High School,11.351322140917922,371261.90181355656,90.2,80.2,87.5,Saint louis,1.0,1.0,3.0,5.0,1,1
97,M,,High School,7.592021133456272,221829.9235781145,87.4,75.4,88.7,Saint-louis,3.0,2.0,2.0,7.0,1,1
98,F,21.0,High School,4.630269479494695,161460.11969670295,61.9,55.4,68.4,Thies,0.0,3.0,4.0,7.0,1,1
99,M,20.0,Master,11.003491117605328,,74.3,51.3,61.6,Thies,4.0,1.0,1.0,6.0,0,1
100,F,23.0,Bachelor,10.617724108422484,136056.1994797299,51.8,39.9,55.7,Saint louis,3.0,3.0,3.0,9.0,1,1
101,F,26.0,High School,11.888227862958887,130601.35762701124,83.6,69.7,68.5,Thies,3.0,2.0,3.0,8.0,0,1
102,M,19.0,Master,7.946781458485459,340301.6717664083,80.6,50.1,64.0,Dakar,3.0,3.0,4.0,10.0,0,1
103,M,19.0,High School,5.600711906720603,313673.0679135007,41.1,54.5,50.9,Thies,2.0,2.0,2.0,6.0,1,0
104,F,23.0,High School,1.7648520199046338,150593.8531795206,76.4,71.9,68.0,Saint-louis,1.0,3.0,3.0,7.0,0,1
105,M,22.0,High School,,254061.90228159,77.2,71.4,61.9,Thies,2.0,1.0,3.0,6.0,0,1
106,M,25.0,Master,9.695557929775944,227269.94013364092,52.8,47.1,51.2,Dakar,3.0,1.0,3.0,7.0,0,1
107,M,21.0,Bachelor,4.1368694685441625,241598.8412542084,59.6,60.3,67.9,Dakar,1.0,1.0,3.0,5.0,0,1
108,F,,Bachelor,5.845705306813503,413231.7331527535,59.7,60.8,62.5,Saint louis,2.0,2.0,4.0,8.0,1,1
109,M,21.0,Master,6.132964752194238,384780.65562567033,61.0,61.4,65.2,Thies,0.0,2.0,4.0,6.0,1,1
110,F,23.0,High School,2.0680622720703274,297705.3384175551,56.8,57.7,47.5,Thiès,1.0,2.0,4.0,7.0,1,1
111,F,22.0,Bachelor,4.729270413579465,234484.56874620865,39.6,48.8,35.0,Thiès,1.0,1.0,1.0,3.0,1,0
112,F,21.0,High School,,96328.65489995557,55.5,61.5,56.6,Dakar,4.0,1.0,4.0,9.0,1,1
113,F,23.0,High School,6.350083952448253,470422.1926538339,53.7,43.7,42.9,Saint-louis,1.0,4.0,2.0,7.0,0,1
114,M,23.0,High School,5.045210006681749,371053.6680341902,68.6,69.5,57.7,Dakar,2.0,2.0,6.0,10.0,1,1
115,F,23.0,Bachelor,1.491980316533005,215199.70751122315,57.8,68.0,67.1,Dakar,4.0,3.0,3.0,10.0,1,1
116,F,22.0,Master,16.090360922277924,386351.93971498695,70.9,59.2,66.3,Dakar,3.0,2.0,3.0,8.0,1,1
117,M,20.0,Bachelor,13.010162924116925,291573.16553104494,60.1,37.0,48.8,Thiès,4.0,2.0,5.0,11.0,0,1
118,M,20.0,Master,4.883922313920058,265546.8594165188,49.7,43.9,36.3,Saint-louis,4.0,1.0,5.0,10.0,0,0
119,F,23.0,High School,9.08968558661444,352225.3833947523,61.4,45.2,52.0,Saint-louis,2.0,0.0,3.0,5.0,1,1
120,F,18.0,High School,,211020.210010473,69.3,50.6,53.5,Thiès,2.0,3.0,1.0,6.0,1,1
121,F,21.0,Bachelor,12.764343419093908,258749.2176587868,65.6,59.5,-10.0,Dakar,2.0,2.0,1.0,5.0,1,1
122,F,19.0,Bachelor,4.7255798933596855,314575.3277039455,66.6,64.0,71.7,Dakar,2.0,1.0,2.0,5.0,0,1
123,M,20.0,Master,12.368427135929704,240065.8568537744,87.6,71.9,74.7,Thiès,2.0,2.0,3.0,7.0,1,1
124,F,23.0,Bachelor,,380290.2252321029,48.1,54.5,44.7,Saint-louis,4.0,1.0,3.0,8.0,0,0
125,F,,High School,2.6565503833255466,335579.6863090808,52.2,47.1,44.0,Saint-louis,2.0,4.0,2.0,8.0,1,1
126,F,20.0,Master,10.89654623725799,209484.22408714285,75.3,67.4,59.2,Thies,1.0,3.0,2.0,6.0,1,1
127,M,17.0,Master,13.163033696489713,100184.96444351468,69.5,53.8,54.0,Thies,3.0,1.0,5.0,9.0,1,1
128,M,22.0,Master,18.351635894122737,59791.17990284861,87.5,63.7,68.0,Dakar,3.0,0.0,5.0,8.0,1,1
129,F,22.0,High School,3.201098939639146,210550.47837257263,62.1,60.2,55.6,Thies,1.0,2.0,5.0,8.0,1,1
130,F,25.0,High School,10.795678740323154,181629.91796539,94.4,95.7,72.6,Thies,1.0,2.0,2.0,5.0,1,1
131,F,19.0,High School,6.360795024825868,324943.26012804965,48.1,49.9,43.2,Saint-louis,3.0,3.0,4.0,10.0,1,0
132,F,21.0,Bachelor,11.133434842096126,315911.7206431321,77.9,77.8,72.8,Dakar,1.0,2.0,4.0,7.0,0,1
133,M,21.0,Master,2.1180417950749977,107613.97840630844,64.5,52.8,72.6,Dakar,2.0,1.0,5.0,8.0,0,1
134,F,,High School,2.948920897205744,82213.94046223129,33.3,44.2,40.6,Dakar,2.0,3.0,3.0,8.0,0,0
135,F,20.0,Bachelor,4.896500707334065,335511.98884153145,45.1,40.9,23.8,Dakar,2.0,3.0,2.0,7.0,1,0
136,F,21.0,Bachelor,8.315856182672338,316251.4601663948,46.9,61.1,51.4,Dakar,3.0,4.0,2.0,9.0,1,0
137,M,22.0,Bachelor,5.435674933846578,,73.5,62.7,80.1,Dakar,3.0,3.0,3.0,9.0,1,1
138,M,20.0,High School,10.63621737565368,101142.76978412343,79.5,78.3,80.0,Saint louis,2.0,1.0,3.0,6.0,0,1
139,F,,Master,12.107578473031658,356566.95153179887,59.2,65.9,67.3,Thies,3.0,2.0,3.0,8.0,1,1
140,M,20.0,Master,10.398310164981424,452627.9454508732,66.3,58.8,64.6,Thies,3.0,2.0,1.0,6.0,1,1
141,F,23.0,Bachelor,14.475150558643472,333357.89282627066,63.1,40.3,43.9,Thies,3.0,1.0,5.0,9.0,0,1
142,M,,High School,9.663306517821372,198303.13313219225,63.0,59.5,67.0,Dakar,3.0,0.0,1.0,4.0,1,1
143,F,20.0,Master,3.132413158639332,305346.2598685382,53.4,57.3,52.3,Dakar,1.0,5.0,5.0,11.0,1,1
144,F,18.0,Bachelor,13.453506054153358,136066.3102879578,87.8,81.8,85.3,Thies,1.0,1.0,3.0,5.0,1,1
145,F,23.0,Master,,426955.2856606551,48.2,40.4,46.7,Dakar,2.0,2.0,6.0,10.0,1,0
146,F,16.0,Master,11.64167399874228,309821.32014354464,66.1,59.0,58.9,Saint-louis,3.0,2.0,1.0,6.0,0,1
147,F,19.0,High School,,55587.10609328574,79.0,84.3,88.0,Saint-louis,1.0,2.0,5.0,8.0,1,1
148,F,21.0,Master,9.826752042921596,263919.0767467581,69.5,64.6,66.6,Dakar,1.0,1.0,2.0,4.0,0,1
149,M,24.0,High School,2.015364747341401,258662.457100282,52.0,41.9,57.7,Dakar,0.0,2.0,1.0,3.0,1,1
150,F,20.0,Master,4.327151333960834,260034.2854829373,43.3,40.5,36.9,Dakar,1.0,4.0,5.0,10.0,1,0
151,F,19.0,Bachelor,13.290977867540542,266892.51342717913,76.7,64.4,57.3,Dakar,1.0,2.0,4.0,7.0,1,1
152,F,25.0,High School,7.323509257428735,92659.76182250035,73.9,69.1,57.8,Dakar,2.0,4.0,1.0,7.0,1,1
153,M,16.0,Bachelor,8.318294139768664,367984.9184497987,87.8,66.4,83.8,Dakar,1.0,2.0,3.0,6.0,1,1
154,F,15.0,Master,11.035297664654436,222183.6959977035,70.3,57.5,57.2,Dakar,3.0,2.0,5.0,10.0,1,1
155,F,21.0,Master,10.785291448321294,,64.4,51.5,59.7,Thies,2.0,2.0,4.0,8.0,1,1
156,M,19.0,Bachelor,9.115199249541842,,66.3,40.8,64.4,Saint-louis,0.0,2.0,3.0,5.0,0,1
157,F,17.0,Master,7.165326515118137,417737.9658684424,53.5,48.4,43.3,Dakar,2.0,2.0,5.0,9.0,1,1
158,M,22.0,Master,6.749326217070571,253568.46640800632,70.9,47.6,59.2,Saint louis,2.0,1.0,4.0,7.0,1,1
159,M,21.0,Master,11.431595301165371,508558.1982148225,43.4,48.1,43.6,Dakar,4.0,0.0,1.0,5.0,1,0
160,F,,High School,10.214278124271171,214424.2679227686,82.5,78.7,64.2,Saint-louis,2.0,3.0,3.0,8.0,1,1
161,F,17.0,Bachelor,6.970799997528841,340650.97947364394,68.7,68.9,83.0,Thies,0.0,2.0,4.0,6.0,1,1
162,M,22.0,High School,12.328449251972565,284592.20808988693,79.9,214.2,70.7,Dakar,2.0,4.0,150.0,156.0,0,1
163,F,22.0,Master,7.483863539480865,291805.6550682851,53.3,44.9,36.8,Thies,2.0,2.0,2.0,6.0,1,1
164,F,20.0,High School,4.593351302662427,199919.3330617536,64.8,52.6,53.4,Thies,3.0,0.0,4.0,7.0,1,1
165,M,25.0,Master,4.964117204386621,263727.67295009684,58.7,46.9,56.4,Saint-louis,5.0,2.0,150.0,157.0,0,1
166,M,,High School,4.085036654760936,363704.0594480578,71.1,65.3,53.5,Dakar,1.0,2.0,0.0,3.0,1,1
167,F,16.0,High School,6.910359933585252,187700.25242513212,74.4,71.7,57.3,Thies,1.0,1.0,1.0,3.0,1,1
168,F,18.0,Master,12.934897113344771,170892.74055308884,65.8,62.8,55.6,Thies,2.0,3.0,3.0,8.0,0,1
169,F,20.0,High School,,113910.09890972526,49.6,52.3,60.3,Dakar,4.0,3.0,4.0,11.0,1,0
170,M,21.0,Master,8.75390304407241,545478.5457212585,77.1,69.4,73.7,Dakar,3.0,1.0,2.0,6.0,1,1
171,F,19.0,Master,5.373242617490347,363641.1482004696,60.6,58.1,46.1,Saint louis,2.0,1.0,4.0,7.0,1,1
172,F,21.0,High School,6.95876383491425,287246.9243881418,49.7,65.7,49.4,Dakar,3.0,3.0,4.0,10.0,1,0
173,F,17.0,High School,1.9598351520589912,135128.4988399267,65.3,67.6,60.4,Saint-louis,4.0,1.0,3.0,8.0,1,1
174,F,24.0,Master,7.11784708337385,,80.8,68.3,76.7,Dakar,1.0,2.0,4.0,7.0,1,1
175,F,20.0,Master,7.225178480780151,286011.4384256006,62.8,48.4,40.8,Saint louis,1.0,2.0,4.0,7.0,0,1
176,M,23.0,High School,10.16115177614278,239773.99062176177,93.2,80.2,76.8,Thies,2.0,1.0,4.0,7.0,0,1
177,F,21.0,Bachelor,8.893123653021481,182805.5620963733,51.0,48.7,41.5,Thies,2.0,2.0,4.0,8.0,1,1
178,F,21.0,Master,3.206431500191819,319232.2628901092,83.3,72.9,77.1,Thiès,3.0,2.0,2.0,7.0,1,1
179,M,21.0,Master,12.33679297617417,249139.97541522203,82.9,76.6,74.1,Dakar,2.0,2.0,2.0,6.0,1,1
180,F,21.0,Master,8.84121216088798,208126.66115637743,56.0,45.1,42.7,Thies,2.0,0.0,150.0,152.0,1,1
181,F,,Bachelor,8.793574068709948,388092.76029686985,39.7,43.1,44.5,Saint louis,4.0,2.0,4.0,10.0,0,0
182,F,23.0,Master,7.963270586459444,115475.0629763997,72.6,61.5,58.1,Saint-louis,2.0,1.0,4.0,7.0,0,1
183,M,20.0,High School,,265672.19416354905,57.7,57.2,45.9,Dakar,2.0,3.0,4.0,9.0,0,1
184,F,22.0,Master,8.871209358994903,382138.3360263595,60.9,60.3,43.9,Dakar,3.0,2.0,5.0,10.0,1,1
185,M,20.0,Master,9.902353743714327,194442.75893385112,89.6,78.5,86.9,Saint louis,2.0,1.0,3.0,6.0,0,1
186,F,24.0,Bachelor,1.0124172346177804,201560.58466410392,42.6,47.5,41.8,Dakar,2.0,2.0,2.0,6.0,1,0
187,M,18.0,Master,5.844956650615617,273236.9182480317,54.9,38.4,51.0,Dakar,2.0,2.0,4.0,8.0,0,1
188,F,25.0,Master,6.9802121183856425,333844.34525546647,56.4,54.5,53.5,Thies,2.0,2.0,3.0,7.0,1,1
189,F,20.0,Bachelor,9.024682422777111,281657.4009822929,32.0,214.2,28.3,Dakar,2.0,0.0,5.0,7.0,1,0
190,M,16.0,Master,12.773244023708504,352027.4952230255,69.1,61.9,70.5,Thies,1.0,2.0,5.0,8.0,0,1
191,F,20.0,High School,4.913036741612871,511557.5583044879,50.8,54.2,53.2,Thies,3.0,3.0,4.0,10.0,1,1
192,F,18.0,Master,6.008152612728632,239073.98770203436,66.0,67.8,75.7,Saint-louis,2.0,3.0,1.0,6.0,1,1
193,M,22.0,Master,5.949863557413799,94178.40351558954,77.6,79.5,70.5,Dakar,3.0,3.0,1.0,7.0,1,1
194,F,18.0,High School,4.793889639581834,399110.8299636784,70.0,56.6,71.6,Thies,0.0,1.0,1.0,2.0,1,1
195,F,19.0,High School,6.61125401955095,376083.4830100612,75.7,73.0,63.3,Saint louis,1.0,3.0,3.0,7.0,1,1
196,M,15.0,Bachelor,11.083208879951885,347132.2035661349,75.1,63.5,50.2,Thies,1.0,1.0,4.0,6.0,0,1
197,M,19.0,Master,3.7846580185426175,169470.15895755985,58.7,51.1,66.3,Saint-louis,2.0,2.0,3.0,7.0,0,1
198,F,14.0,High School,,174538.8824110504,54.1,42.6,52.9,Thiès,1.0,1.0,2.0,4.0,1,1
199,F,16.0,Master,1.192391079926658,165777.18189460412,68.0,68.1,79.1,Dakar,0.0,3.0,3.0,6.0,1,1
200,F,22.0,Master,5.754648014231176,377142.6592755537,74.8,71.3,-10.0,Dakar,3.0,0.0,2.0,5.0,1,1
201,F,22.0,High School,6.682042799128055,137845.15167618787,68.4,57.5,75.7,Dakar,1.0,3.0,3.0,7.0,1,1
202,F,21.0,High School,14.699438691656258,263984.545580616,84.1,74.2,62.4,Saint louis,3.0,1.0,3.0,7.0,1,1
203,F,18.0,Bachelor,6.900790780989248,179479.46084473122,67.6,61.3,57.0,Thies,1.0,3.0,2.0,6.0,1,1
204,M,20.0,Master,0.8049738938036732,315218.9622161954,62.2,52.2,53.0,Thiès,0.0,2.0,3.0,5.0,1,1
205,F,20.0,Master,0.0044443725550005,256038.99874346907,76.9,72.5,69.3,Dakar,2.0,2.0,4.0,8.0,0,1
206,F,17.0,Bachelor,8.136118345386723,321211.45239003166,45.9,34.0,33.4,Thies,3.0,2.0,1.0,6.0,1,0
207,F,24.0,Bachelor,10.455083423159635,302682.0665959639,80.9,70.6,61.6,Saint louis,1.0,1.0,3.0,5.0,1,1
208,F,22.0,Bachelor,9.501823430509011,181600.91667310675,79.9,77.3,69.6,Thies,1.0,4.0,0.0,5.0,1,1
209,M,19.0,Master,8.67028042320396,375225.2476234826,57.9,40.9,51.2,Dakar,3.0,2.0,3.0,8.0,1,1
210,F,20.0,Bachelor,12.649038390022667,294148.1217788262,85.1,67.1,73.4,Dakar,2.0,2.0,4.0,8.0,1,1
211,F,21.0,Master,,181376.519056092,22.5,35.7,22.5,Dakar,1.0,4.0,4.0,9.0,1,0
212,F,15.0,Master,11.5796422241073,568911.1867446951,68.9,52.3,66.0,Saint-louis,1.0,1.0,2.0,4.0,0,1
213,F,19.0,Master,1.4719404598943306,357171.620006055,59.0,56.2,52.9,Dakar,1.0,2.0,2.0,5.0,1,1
214,F,18.0,High School,4.380208668247735,244390.76209356423,62.0,63.1,61.6,Thiès,2.0,2.0,3.0,7.0,1,1
215,F,,Master,0.771834420272735,469824.5432042189,52.6,59.5,56.9,Saint-louis,3.0,2.0,1.0,6.0,1,1
