StudentID,Gender,Age,ParentalEducation,HoursStudyPerWeek,HouseholdIncome,MathScore,ReadingScore,WritingScore,Region,Abs_Jan,Abs_Feb,Abs_Mar,TotalAbsences,InternetAccess,PassFail
25,Feminin,19.0,Bachelor,4.935516677557317,405727.46248567983,53.1,57.9,50.3,Thiès,2.0,1.0,2.0,5.0,1,1
26,Masculin,19.0,master ,3.4877497807692244,364870.74501746893,44.1,31.8,29.2,saint louis,3.0,3.0,4.0,10.0,Yes,0
27,Masculin,21.0,Bachelor,9.239579117522538,374289.9803265612,68.7,50.4,52.9,Thies,1.0,1.0,3.0,5.0,Y,1
28,male ,19.0,Licence,2.905657805613603,254938.92232326005,51.1,50.4,44.2,saint louis,1.0,1.0,6.0,8.0,oui,1
29,FEMALE,23.0,MSc,6.341492397712548,221268.33167932305,60.7,51.1,58.5,dakar,2.0,1.0,5.0,8.0,No,1
30,Feminin,18.0,Bachelor,4.019304160403051,452310.68062783446,49.5,43.3,47.8,Thies,1.0,3.0,3.0,7.0,1,0
31,femelle,20.0,HS,10.198732745161038,161289.543651641,55.1,56.3,40.1,Saint-Louis,3.0,2.0,5.0,10.0,0,1
32,Male,19.0,Master,15.205720397065953,335289.8446551857,53.6,52.7,48.0,Thiès,2.0,2.0,3.0,7.0,OUI,1
33,Feminin,24.0,high School,2.793648068786675,319600.1616813046,76.8,70.6,65.0,Saint-Louis,1.0,1.0,1.0,3.0,No,1
34,male ,20.0,Bachelor,0.5879260684097236,475406.0419508542,51.9,62.4,49.1,Thies,1.0,3.0,2.0,6.0,OUI,1
35,Masculin,23.0,HS,7.500452458599731,279313.4358487928,52.1,49.0,46.2,Saint-Louis,2.0,3.0,3.0,8.0,oui,1
36,femelle,16.0,high School,8.062791183831033,144568.9655199455,87.9,64.1,67.9,DAKAR,1.0,0.0,1.0,2.0,yes,1
37,Feminin,21.0,MSc,8.87463722702919,157493.61998699518,67.5,58.8,57.0,Thiès,2.0,3.0,5.0,10.0,OUI,1
38,Male,22.0,master ,6.21471793906262,369469.1781682961,40.3,36.8,27.0,DAKAR,2.0,3.0,3.0,8.0,Y,0
39,Male,20.0,high School,7.197442804698273,292279.4823145,80.3,76.3,76.8,Thiès,3.0,3.0,4.0,10.0,Non,1
40,F,23.0,master ,9.470041642162409,245379.38592554833,61.8,64.0,63.4,Dakar,3.0,1.0,3.0,7.0,Y,1
41,F,19.0,Bachelor,12.161723570579355,421875.3460793365,74.0,61.3,74.9,saint louis,1.0,1.0,1.0,3.0,No,1
42,female,24.0,HS,0.17980491872686866,234325.46645474198,67.6,63.0,55.6,DAKAR,2.0,2.0,3.0,7.0,Non,1
43,male ,26.0,Master,6.524242243874151,306294.8864267333,87.4,78.8,72.7,DAKAR,1.0,2.0,3.0,6.0,1,1
44,FEMALE,19.0,Bachelor,8.855235175764253,393579.43689060595,62.4,59.6,52.0,Dakar,1.0,3.0,150.0,154.0,yes,1
45,Feminin,19.0,master ,4.328095581557056,254986.92060677227,29.2,22.6,34.5,Dakar,0.0,3.0,2.0,5.0,1,0
46,Feminin,24.0,Licence,14.924678527069197,488222.2782567065,321.5,63.1,39.7,saint louis,3.0,2.0,3.0,8.0,Non,1
47,FEMALE,24.0,high School,5.4583604790850515,,72.5,67.8,74.7,dakar,3.0,2.0,0.0,5.0,1,1
48,female,19.0,Bachelor,7.834829251970868,378831.4879610506,69.3,59.0,55.2,Saint-Louis,1.0,2.0,4.0,7.0,Yes,1
49,Masculin,19.0,master ,10.224088387369163,472059.94063918135,72.1,63.1,63.2,Dakar,1.0,2.0,4.0,7.0,1,1
50,Masculin,19.0,MSc,5.634860844792422,134724.54128734802,48.3,54.2,42.0,Thiès,3.0,3.0,4.0,10.0,yes,0
51,female,17.0,high School,0.6137078087823316,258799.7788977061,55.7,64.7,56.7,Dakar,1.0,0.0,3.0,4.0,Non,1
52,Masculin,18.0,MSc,6.2853818923338665,437064.88714626693,70.1,52.9,47.5,Dakar,3.0,2.0,6.0,11.0,OUI,1
53,F,17.0,master ,12.117762223708162,438869.345727723,80.0,67.7,70.8,DAKAR,1.0,3.0,4.0,8.0,1,1
54,Feminin,18.0,HS,6.652419492859446,244805.06056425424,76.0,64.0,69.9,DAKAR,0.0,1.0,2.0,3.0,1,1
55,female,20.0,High school,4.614262794164086,182977.50103218202,72.4,62.1,66.0,Thies,2.0,4.0,1.0,7.0,Non,1
56,Feminin,21.0,MSc,11.702688838010886,414712.29867969145,66.0,41.5,54.0,Dakar,1.0,1.0,1.0,3.0,yes,1
57,FEMALE,24.0,Bachelor,6.676900415907789,442025.8923097926,54.6,44.7,42.4,saint louis,2.0,1.0,4.0,7.0,0,1
58,Male,18.0,Master,5.9593567453991305,,82.4,73.0,81.0,Saint-Louis,2.0,3.0,4.0,9.0,Yes,1
59,F,22.0,Bachelor,8.597824358653238,155530.36212403438,90.4,86.9,76.6,dakar,3.0,4.0,3.0,10.0,No,1
60,femelle,19.0,high School,11.083000838475149,327030.80183803197,96.9,77.3,79.9,DAKAR,2.0,2.0,3.0,7.0,yes,1
61,F,20.0,HS,17.526854126930182,276786.32763052103,88.0,57.0,60.9,Thiès,2.0,2.0,3.0,7.0,1,1
62,female,22.0,master ,11.308944430629692,264111.7097723934,47.0,41.6,40.6,Thies,2.0,4.0,4.0,10.0,No,0
63,femelle,17.0,Licence,12.639359865553377,381515.25839788193,40.3,36.7,26.9,Thiès,2.0,0.0,2.0,4.0,No,0
64,Male,21.0,Master,5.976135204048578,214783.60717951413,57.9,48.3,44.5,saint louis,1.0,0.0,3.0,4.0,Non,1
65,female,20.0,HS,3.8965275761220948,33441.665953891184,56.7,60.0,54.2,saint louis,2.0,0.0,3.0,5.0,Non,1
66,male ,21.0,MSc,8.249325398476492,249131.87132008848,65.6,46.4,62.5,Dakar,3.0,1.0,4.0,8.0,Yes,1
67,Feminin,21.0,MSc,8.428679661038386,307587.85758157214,63.7,66.7,59.1,saint louis,2.0,1.0,2.0,5.0,Y,1
68,Male,26.0,Bachelor,3.6859490345416113,266899.2048124252,52.5,42.0,49.2,Dakar,2.0,2.0,2.0,6.0,oui,1
69,Feminin,18.0,Licence,7.298821880383949,160967.60836086178,88.6,77.4,88.3,dakar,3.0,3.0,3.0,9.0,0,1
70,Masculin,19.0,HS,9.597270406876524,62946.8310588477,89.0,84.7,76.2,Saint-Louis,2.0,3.0,3.0,8.0,OUI,1
71,male ,18.0,High school,9.44157358007232,160390.8158133775,57.2,40.5,35.4,Dakar,3.0,3.0,3.0,9.0,0,1
72,male ,19.0,Master,10.01715141353709,407718.6925979692,47.6,39.5,43.5,Saint-Louis,2.0,1.0,1.0,4.0,1,0
73,Male,18.0,high School,9.163858920549771,450743.6927296419,69.0,58.0,49.7,Saint-Louis,1.0,2.0,3.0,6.0,No,1
74,male ,23.0,HS,5.971965362919777,272443.32221768727,87.1,97.7,69.7,Thies,2.0,1.0,7.0,10.0,Non,1
75,femelle,24.0,HS,5.944397493404628,178197.09630433776,63.7,63.0,49.4,thies,1.0,3.0,4.0,8.0,yes,1
76,male ,19.0,High school,3.204194408024496,105981.80455670544,68.7,55.1,68.9,thies,2.0,2.0,0.0,4.0,1,1
77,Feminin,18.0,Bachelor,15.13910015674038,359596.15379758744,61.6,67.0,58.2,Dakar,2.0,3.0,2.0,7.0,Yes,1
78,Feminin,21.0,master ,8.053801458477173,376212.00139175105,68.6,69.1,71.5,Thies,3.0,5.0,3.0,11.0,1,1
79,female,19.0,master ,7.100587776820593,348020.3526240597,88.3,71.6,68.7,thies,3.0,2.0,3.0,8.0,Y,1
80,Feminin,22.0,Master,4.2848316741901655,58312.4070914684,72.4,61.9,60.0,Saint-Louis,2.0,1.0,1.0,4.0,Non,1
81,female,21.0,Master,19.74263160931111,195973.849813984,82.3,57.6,63.8,Thiès,3.0,0.0,2.0,5.0,Non,1
82,Feminin,16.0,high School,3.706687871108418,296437.3451656826,44.3,43.1,32.0,Thies,2.0,1.0,4.0,7.0,0,0
83,femelle,24.0,HS,6.284608297575707,236415.69566969774,90.6,80.9,94.2,Thies,2.0,3.0,4.0,9.0,Y,1
84,FEMALE,24.0,Licence,9.663347345144242,392076.8835122984,49.1,34.0,60.4,Dakar,2.0,3.0,3.0,8.0,1,0
85,female,18.0,HS,10.400851862977111,235361.22959788784,68.2,67.3,57.5,Thiès,1.0,2.0,4.0,7.0,oui,1
86,F,19.0,master ,11.831728220862736,339694.0567845883,70.1,69.0,61.8,saint louis,3.0,2.0,150.0,155.0,OUI,1
87,Masculin,21.0,high School,15.230434031077053,,73.6,55.4,57.8,saint louis,0.0,3.0,3.0,6.0,1,1
88,Male,21.0,HS,10.02463062184285,285743.9427978483,78.5,76.1,73.1,Saint-Louis,1.0,0.0,150.0,151.0,oui,1
89,Feminin,22.0,High school,3.7758768001333296,204393.0332974111,55.2,53.0,57.9,Thiès,2.0,3.0,1.0,6.0,oui,1
90,male ,25.0,master ,6.972219499512874,307888.51920567447,62.1,57.3,47.9,thies,1.0,2.0,3.0,6.0,0,1
91,FEMALE,20.0,HS,9.23132949005554,172563.94127119353,51.0,40.5,43.4,dakar,2.0,0.0,5.0,7.0,1,1
92,Feminin,18.0,HS,16.272904166023295,220993.5830606748,88.9,72.0,80.7,Thiès,2.0,2.0,5.0,9.0,Non,1
93,male ,17.0,master ,2.408778086302812,358150.96546071296,69.0,55.5,66.2,thies,1.0,0.0,3.0,4.0,0,1
94,Masculin,18.0,Licence,12.81030602090091,332097.04666776734,85.2,59.1,69.6,Saint-Louis,2.0,3.0,3.0,8.0,oui,1
95,Masculin,20.0,master ,8.719657478185667,345699.17020143045,78.3,73.4,72.8,dakar,2.0,2.0,5.0,9.0,Non,1
96,Masculin,24.0,High school,11.351322140917922,371261.90181355656,90.2,80.2,87.5,saint louis,1.0,1.0,3.0,5.0,yes,1
97,male ,,High school,7.592021133456272,221829.9235781145,87.4,75.4,88.7,Saint-Louis,3.0,2.0,2.0,7.0,yes,1
98,Feminin,21.0,HS,4.630269479494695,161460.11969670295,61.9,55.4,68.4,Thies,0.0,3.0,4.0,7.0,Yes,1
99,Masculin,20.0,Master,11.003491117605328,,74.3,51.3,61.6,thies,4.0,1.0,1.0,6.0,Non,1
100,femelle,23.0,Licence,10.617724108422484,136056.1994797299,51.8,39.9,55.7,saint louis,3.0,3.0,3.0,9.0,Y,1
101,female,26.0,HS,11.888227862958887,130601.35762701124,83.6,69.7,68.5,thies,3.0,2.0,3.0,8.0,Non,1
102,male ,19.0,master ,7.946781458485459,340301.6717664083,80.6,50.1,64.0,Dakar,3.0,3.0,4.0,10.0,0,1
103,male ,19.0,HS,5.600711906720603,313673.0679135007,41.1,54.5,50.9,Thies,2.0,2.0,2.0,6.0,Yes,0
104,Feminin,23.0,high School,1.7648520199046338,150593.8531795206,76.4,71.9,68.0,Saint-Louis,1.0,3.0,3.0,7.0,0,1
105,male ,22.0,high School,,254061.90228159,77.2,71.4,61.9,Thies,2.0,1.0,3.0,6.0,No,1
106,male ,25.0,Master,9.695557929775944,227269.94013364095,52.8,47.1,51.2,DAKAR,3.0,1.0,3.0,7.0,0,1
107,Masculin,21.0,Licence,4.1368694685441625,241598.84125420838,59.6,60.3,67.9,dakar,1.0,1.0,3.0,5.0,No,1
108,Feminin,,Bachelor,5.845705306813503,413231.7331527535,59.7,60.8,62.5,saint louis,2.0,2.0,4.0,8.0,OUI,1
109,Masculin,21.0,MSc,6.132964752194238,384780.65562567033,61.0,61.4,65.2,thies,0.0,2.0,4.0,6.0,yes,1
110,female,23.0,high School,2.0680622720703274,297705.3384175551,56.8,57.7,47.5,Thiès,1.0,2.0,4.0,7.0,Yes,1
111,FEMALE,22.0,Bachelor,4.729270413579465,234484.56874620865,39.6,48.8,35.0,Thiès,1.0,1.0,1.0,3.0,Y,0
112,female,21.0,High school,,96328.65489995555,55.5,61.5,56.6,DAKAR,4.0,1.0,4.0,9.0,1,1
113,FEMALE,23.0,high School,6.350083952448253,470422.1926538339,53.7,43.7,42.9,Saint-Louis,1.0,4.0,2.0,7.0,0,1
114,Masculin,23.0,high School,5.045210006681749,371053.6680341902,68.6,69.5,57.7,dakar,2.0,2.0,6.0,10.0,Yes,1
115,female,23.0,Licence,1.491980316533005,215199.70751122315,57.8,68.0,67.1,Dakar,4.0,3.0,3.0,10.0,Y,1
116,Feminin,22.0,Master,16.090360922277924,386351.93971498695,70.9,59.2,66.3,dakar,3.0,2.0,3.0,8.0,oui,1
117,Male,20.0,Bachelor,13.010162924116923,291573.16553104494,60.1,37.0,48.8,Thiès,4.0,2.0,5.0,11.0,0,1
118,Masculin,20.0,master ,4.883922313920058,265546.8594165188,49.7,43.9,36.3,Saint-Louis,4.0,1.0,5.0,10.0,No,0
119,FEMALE,23.0,high School,9.08968558661444,352225.3833947523,61.4,45.2,52.0,Saint-Louis,2.0,0.0,3.0,5.0,1,1
120,femelle,18.0,high School,,211020.210010473,69.3,50.6,53.5,Thiès,2.0,3.0,1.0,6.0,oui,1
121,FEMALE,21.0,Licence,12.764343419093908,258749.2176587868,65.6,59.5,-10.0,Dakar,2.0,2.0,1.0,5.0,1,1
122,femelle,19.0,Licence,4.7255798933596855,314575.3277039455,66.6,64.0,71.7,Dakar,2.0,1.0,2.0,5.0,Non,1
123,male ,20.0,Master,12.368427135929704,240065.8568537744,87.6,71.9,74.7,Thiès,2.0,2.0,3.0,7.0,oui,1
124,female,23.0,Bachelor,,380290.2252321029,48.1,54.5,44.7,Saint-Louis,4.0,1.0,3.0,8.0,Non,0
125,femelle,,High school,2.6565503833255466,335579.6863090808,52.2,47.1,44.0,Saint-Louis,2.0,4.0,2.0,8.0,yes,1
126,FEMALE,20.0,master ,10.89654623725799,209484.22408714285,75.3,67.4,59.2,thies,1.0,3.0,2.0,6.0,Yes,1
127,male ,17.0,Master,13.163033696489713,100184.96444351468,69.5,53.8,54.0,thies,3.0,1.0,5.0,9.0,oui,1
128,Male,22.0,MSc,18.351635894122737,59791.17990284861,87.5,63.7,68.0,Dakar,3.0,0.0,5.0,8.0,yes,1
129,Feminin,22.0,High school,3.201098939639146,210550.47837257266,62.1,60.2,55.6,Thies,1.0,2.0,5.0,8.0,OUI,1
130,Feminin,25.0,HS,10.795678740323154,181629.91796539002,94.4,95.7,72.6,thies,1.0,2.0,2.0,5.0,oui,1
131,Feminin,19.0,high School,6.360795024825868,324943.26012804965,48.1,49.9,43.2,Saint-Louis,3.0,3.0,4.0,10.0,OUI,0
132,femelle,21.0,Bachelor,11.133434842096126,315911.7206431321,77.9,77.8,72.8,Dakar,1.0,2.0,4.0,7.0,Non,1
133,Male,21.0,Master,2.1180417950749977,107613.97840630845,64.5,52.8,72.6,dakar,2.0,1.0,5.0,8.0,Non,1
134,femelle,,high School,2.9489208972057437,82213.94046223129,33.3,44.2,40.6,dakar,2.0,3.0,3.0,8.0,No,0
135,female,20.0,Bachelor,4.896500707334065,335511.98884153145,45.1,40.9,23.8,dakar,2.0,3.0,2.0,7.0,1,0
136,femelle,21.0,Bachelor,8.315856182672338,316251.4601663948,46.9,61.1,51.4,Dakar,3.0,4.0,2.0,9.0,oui,0
137,Male,22.0,Bachelor,5.435674933846578,,73.5,62.7,80.1,Dakar,3.0,3.0,3.0,9.0,yes,1
138,Male,20.0,high School,10.636217375653679,101142.76978412343,79.5,78.3,80.0,saint louis,2.0,1.0,3.0,6.0,0,1
139,female,,Master,12.107578473031658,356566.95153179887,59.2,65.9,67.3,thies,3.0,2.0,3.0,8.0,Y,1
140,Male,20.0,master ,10.398310164981423,452627.94545087323,66.3,58.8,64.6,thies,3.0,2.0,1.0,6.0,oui,1
141,FEMALE,23.0,Licence,14.475150558643472,333357.89282627066,63.1,40.3,43.9,thies,3.0,1.0,5.0,9.0,No,1
142,Male,,high School,9.663306517821372,198303.13313219225,63.0,59.5,67.0,DAKAR,3.0,0.0,1.0,4.0,OUI,1
143,Feminin,20.0,MSc,3.1324131586393316,305346.2598685382,53.4,57.3,52.3,Dakar,1.0,5.0,5.0,11.0,Yes,1
144,FEMALE,18.0,Bachelor,13.453506054153358,136066.3102879578,87.8,81.8,85.3,Thies,1.0,1.0,3.0,5.0,1,1
145,FEMALE,23.0,Master,,426955.2856606551,48.2,40.4,46.7,dakar,2.0,2.0,6.0,10.0,OUI,0
146,female,16.0,master ,11.64167399874228,309821.32014354464,66.1,59.0,58.9,Saint-Louis,3.0,2.0,1.0,6.0,No,1
147,F,19.0,HS,,55587.10609328574,79.0,84.3,88.0,Saint-Louis,1.0,2.0,5.0,8.0,oui,1
148,F,21.0,MSc,9.826752042921596,263919.0767467581,69.5,64.6,66.6,dakar,1.0,1.0,2.0,4.0,No,1
149,Male,24.0,High school,2.015364747341401,258662.457100282,52.0,41.9,57.7,DAKAR,0.0,2.0,1.0,3.0,Y,1
150,FEMALE,20.0,MSc,4.327151333960834,260034.2854829373,43.3,40.5,36.9,DAKAR,1.0,4.0,5.0,10.0,Y,0
151,F,19.0,Bachelor,13.290977867540542,266892.51342717913,76.7,64.4,57.3,dakar,1.0,2.0,4.0,7.0,Yes,1
152,F,25.0,HS,7.323509257428735,92659.76182250037,73.9,69.1,57.8,Dakar,2.0,4.0,1.0,7.0,oui,1
153,Male,16.0,Licence,8.318294139768664,367984.9184497987,87.8,66.4,83.8,dakar,1.0,2.0,3.0,6.0,Yes,1
154,F,15.0,master ,11.035297664654436,222183.6959977035,70.3,57.5,57.2,dakar,3.0,2.0,5.0,10.0,yes,1
155,femelle,21.0,master ,10.785291448321294,,64.4,51.5,59.7,Thies,2.0,2.0,4.0,8.0,yes,1
156,male ,19.0,Bachelor,9.115199249541842,,66.3,40.8,64.4,Saint-Louis,0.0,2.0,3.0,5.0,Non,1
157,female,17.0,MSc,7.165326515118137,417737.9658684424,53.5,48.4,43.3,DAKAR,2.0,2.0,5.0,9.0,Yes,1
158,male ,22.0,MSc,6.749326217070571,253568.46640800632,70.9,47.6,59.2,saint louis,2.0,1.0,4.0,7.0,Y,1
159,Male,21.0,master ,11.431595301165371,508558.19821482245,43.4,48.1,43.6,DAKAR,4.0,0.0,1.0,5.0,Y,0
160,Feminin,,HS,10.214278124271173,214424.2679227686,82.5,78.7,64.2,Saint-Louis,2.0,3.0,3.0,8.0,Y,1
161,female,17.0,Bachelor,6.970799997528841,340650.97947364394,68.7,68.9,83.0,thies,0.0,2.0,4.0,6.0,OUI,1
162,Male,22.0,high School,12.328449251972563,284592.20808988693,79.9,214.2,70.7,DAKAR,2.0,4.0,150.0,156.0,No,1
163,FEMALE,22.0,Master,7.483863539480865,291805.6550682851,53.3,44.9,36.8,Thies,2.0,2.0,2.0,6.0,OUI,1
164,Feminin,20.0,HS,4.593351302662427,199919.33306175357,64.8,52.6,53.4,Thies,3.0,0.0,4.0,7.0,Y,1
165,male ,25.0,Master,4.964117204386621,263727.67295009684,58.7,46.9,56.4,Saint-Louis,5.0,2.0,150.0,157.0,0,1
166,Male,,high School,4.085036654760936,363704.05944805784,71.1,65.3,53.5,dakar,1.0,2.0,0.0,3.0,Yes,1
167,FEMALE,16.0,high School,6.9103599335852515,187700.25242513214,74.4,71.7,57.3,Thies,1.0,1.0,1.0,3.0,Y,1
168,female,18.0,Master,12.934897113344771,170892.74055308884,65.8,62.8,55.6,thies,2.0,3.0,3.0,8.0,Non,1
169,female,20.0,HS,,113910.09890972526,49.6,52.3,60.3,dakar,4.0,3.0,4.0,11.0,Yes,0
170,Masculin,21.0,Master,8.75390304407241,545478.5457212585,77.1,69.4,73.7,Dakar,3.0,1.0,2.0,6.0,yes,1
171,FEMALE,19.0,Master,5.373242617490347,363641.1482004696,60.6,58.1,46.1,saint louis,2.0,1.0,4.0,7.0,1,1
172,femelle,21.0,High school,6.95876383491425,287246.9243881418,49.7,65.7,49.4,Dakar,3.0,3.0,4.0,10.0,Yes,0
173,F,17.0,HS,1.9598351520589912,135128.4988399267,65.3,67.6,60.4,Saint-Louis,4.0,1.0,3.0,8.0,OUI,1
174,Feminin,24.0,MSc,7.11784708337385,,80.8,68.3,76.7,DAKAR,1.0,2.0,4.0,7.0,Yes,1
175,FEMALE,20.0,MSc,7.225178480780151,286011.4384256006,62.8,48.4,40.8,saint louis,1.0,2.0,4.0,7.0,Non,1
176,Masculin,23.0,High school,10.16115177614278,239773.99062176177,93.2,80.2,76.8,thies,2.0,1.0,4.0,7.0,0,1
177,F,21.0,Bachelor,8.893123653021481,182805.5620963733,51.0,48.7,41.5,Thies,2.0,2.0,4.0,8.0,OUI,1
178,F,21.0,master ,3.206431500191819,319232.2628901092,83.3,72.9,77.1,Thiès,3.0,2.0,2.0,7.0,Y,1
179,Male,21.0,MSc,12.33679297617417,249139.97541522203,82.9,76.6,74.1,Dakar,2.0,2.0,2.0,6.0,OUI,1
180,F,21.0,Master,8.84121216088798,208126.66115637746,56.0,45.1,42.7,Thies,2.0,0.0,150.0,152.0,Yes,1
181,femelle,,Bachelor,8.793574068709948,388092.76029686985,39.7,43.1,44.5,saint louis,4.0,2.0,4.0,10.0,Non,0
182,female,23.0,MSc,7.963270586459444,115475.0629763997,72.6,61.5,58.1,Saint-Louis,2.0,1.0,4.0,7.0,No,1
183,Masculin,20.0,HS,,265672.19416354905,57.7,57.2,45.9,Dakar,2.0,3.0,4.0,9.0,Non,1
184,F,22.0,Master,8.871209358994903,382138.3360263595,60.9,60.3,43.9,Dakar,3.0,2.0,5.0,10.0,yes,1
185,Male,20.0,master ,9.902353743714329,194442.75893385112,89.6,78.5,86.9,saint louis,2.0,1.0,3.0,6.0,No,1
186,femelle,24.0,Bachelor,1.0124172346177804,201560.58466410392,42.6,47.5,41.8,Dakar,2.0,2.0,2.0,6.0,1,0
187,male ,18.0,MSc,5.844956650615617,273236.91824803175,54.9,38.4,51.0,DAKAR,2.0,2.0,4.0,8.0,0,1
188,female,25.0,MSc,6.9802121183856425,333844.34525546647,56.4,54.5,53.5,thies,2.0,2.0,3.0,7.0,oui,1
189,female,20.0,Licence,9.024682422777113,281657.40098229295,32.0,214.2,28.3,Dakar,2.0,0.0,5.0,7.0,yes,0
190,Masculin,16.0,MSc,12.773244023708504,352027.4952230255,69.1,61.9,70.5,Thies,1.0,2.0,5.0,8.0,Non,1
191,female,20.0,high School,4.913036741612871,511557.5583044879,50.8,54.2,53.2,Thies,3.0,3.0,4.0,10.0,yes,1
192,F,18.0,Master,6.008152612728632,239073.98770203433,66.0,67.8,75.7,Saint-Louis,2.0,3.0,1.0,6.0,Yes,1
193,Male,22.0,master ,5.949863557413799,94178.40351558954,77.6,79.5,70.5,DAKAR,3.0,3.0,1.0,7.0,Y,1
194,female,18.0,high School,4.793889639581834,399110.8299636784,70.0,56.6,71.6,thies,0.0,1.0,1.0,2.0,Y,1
195,female,19.0,High school,6.61125401955095,376083.4830100612,75.7,73.0,63.3,saint louis,1.0,3.0,3.0,7.0,1,1
196,male ,15.0,Bachelor,11.083208879951885,347132.2035661349,75.1,63.5,50.2,thies,1.0,1.0,4.0,6.0,0,1
197,male ,19.0,MSc,3.7846580185426175,169470.15895755985,58.7,51.1,66.3,Saint-Louis,2.0,2.0,3.0,7.0,No,1
198,Feminin,14.0,High school,,174538.8824110504,54.1,42.6,52.9,Thiès,1.0,1.0,2.0,4.0,Y,1
199,femelle,16.0,master ,1.192391079926658,165777.18189460412,68.0,68.1,79.1,dakar,0.0,3.0,3.0,6.0,OUI,1
200,F,22.0,Master,5.754648014231176,377142.6592755537,74.8,71.3,-10.0,Dakar,3.0,0.0,2.0,5.0,Y,1
201,female,22.0,high School,6.682042799128055,137845.15167618787,68.4,57.5,75.7,DAKAR,1.0,3.0,3.0,7.0,Yes,1
202,FEMALE,21.0,high School,14.699438691656258,263984.545580616,84.1,74.2,62.4,saint louis,3.0,1.0,3.0,7.0,Y,1
203,female,18.0,Bachelor,6.900790780989248,179479.46084473122,67.6,61.3,57.0,thies,1.0,3.0,2.0,6.0,oui,1
204,Male,20.0,Master,0.8049738938036732,315218.9622161954,62.2,52.2,53.0,Thiès,0.0,2.0,3.0,5.0,1,1
205,Feminin,20.0,MSc,0.00444437255500052,256038.99874346907,76.9,72.5,69.3,dakar,2.0,2.0,4.0,8.0,No,1
206,femelle,17.0,Licence,8.136118345386723,321211.45239003166,45.9,34.0,33.4,thies,3.0,2.0,1.0,6.0,1,0
